school,year,conference_name,lineage_conference_name
Kansas State,1936,Big 6,Big 6
Kentucky,1936,SEC,SEC
LSU,1936,SEC,SEC
Lafayette,1936,Independent,Independent
Lawrence University,1936,Independent,Independent
Lebanon Valley,1936,Independent,Independent
Lehigh,1936,Independent,Independent
Lenoir-Rhyne,1936,Independent,Independent
Louisiana,1936,Independent,Independent
Louisiana College,1936,Independent,Independent
Louisiana Tech,1936,Independent,Independent
Loyola (LA),1936,Independent,Independent
Loyola Marymount,1936,Independent,Independent
Maine,1936,Independent,Independent
Manhattan,1936,Independent,Independent
Marquette,1936,Independent,Independent
Maryland,1936,Southern,Southern
Maryville College (TN),1936,Independent,Independent
McDaniel,1936,Independent,Independent
McKendree,1936,Independent,Independent
Mercer,1936,Independent,Independent
Miami,1936,Independent,Independent
Michigan,1936,Western,Western
Michigan State,1936,Independent,Independent
Middle Tennessee,1936,Independent,Independent
Millsaps,1936,Independent,Independent
Minnesota,1936,Western,Western
Mississippi State,1936,SEC,SEC
Missouri,1936,Big 6,Big 6
Missouri-Rolla,1936,Independent,Independent
Montana,1936,Pacific,Pacific
Montana State,1936,Rocky Mountain,Rocky Mountain
Montana Tech,1936,Independent,Independent
Muhlenberg,1936,Independent,Independent
NC State,1936,Southern,Southern
Navy,1936,Independent,Independent
Nebraska,1936,Big 6,Big 6
Nevada,1936,Independent,Independent
New Mexico,1936,Border,Border
New Mexico Military,1936,Independent,Independent
New Mexico State,1936,Border,Border
New York University,1936,Independent,Independent
Newberry,1936,Independent,Independent
Newport News,1936,Independent,Independent
Niagara,1936,Independent,Independent
North Carolina,1936,Southern,Southern
North Dakota,1936,Independent,Independent
North Dakota State,1936,Independent,Independent
North Texas,1936,Independent,Independent
Northern Arizona,1936,Border,Border
Northern Colorado,1936,Rocky Mountain,Rocky Mountain
Northern Iowa,1936,Independent,Independent
Northwestern,1936,Western,Western
Northwestern State,1936,Independent,Independent
Norwich,1936,Independent,Independent
Notre Dame,1936,Independent,Independent
Occidental,1936,Independent,Independent
Oglethorpe,1936,Independent,Independent
Ohio,1936,Independent,Independent
Ohio State,1936,Western,Western
Ohio Wesleyan,1936,Independent,Independent
Oklahoma,1936,Big 6,Big 6
Oklahoma City,1936,Independent,Independent
Oklahoma Panhandle St,1936,Independent,Independent
Oklahoma State,1936,Missouri Valley,Missouri Valley
Ole Miss,1936,SEC,SEC
Oregon,1936,Pacific,Pacific
Oregon State,1936,Pacific,Pacific
Pacific,1936,Independent,Independent
Penn State,1936,Independent,Independent
Pennsylvania,1936,Independent,Independent
Pennsylvania Military,1936,Independent,Independent
Piedmont,1936,Independent,Independent
Pittsburg St,1936,Independent,Independent
Pittsburgh,1936,Independent,Independent
Pomona Pitzer,1936,Independent,Independent
Portland,1936,Independent,Independent
Presbyterian,1936,Independent,Independent
Princeton,1936,Independent,Independent
Providence,1936,Independent,Independent
Puget Sound,1936,Independent,Independent
Purdue,1936,Western,Western
Randolph-Macon,1936,Independent,Independent
Redlands,1936,Independent,Independent
Regis (CO),1936,Independent,Independent
Rhode Island,1936,Independent,Independent
Rhodes College,1936,Independent,Independent
Rice,1936,Southwest,Southwest
Richmond,1936,Southern,Southern
Roanoke,1936,Independent,Independent
Rollins,1936,Independent,Independent
Rutgers,1936,Independent,Independent
SMU,1936,Southwest,Southwest
Saint Louis,1936,Independent,Independent
Saint Mary's (CA),1936,Independent,Independent
Sam Houston,1936,Independent,Independent
Samford,1936,Independent,Independent
San Diego Marines,1936,Independent,Independent
San Diego State,1936,Independent,Independent
San Francisco,1936,Independent,Independent
San José State,1936,Independent,Independent
Santa Clara,1936,Independent,Independent
Sewanee,1936,SEC,SEC
Shenandoah,1936,Independent,Independent
Simpson College (IA),1936,Independent,Independent
South Carolina,1936,Southern,Southern
South Dakota,1936,Independent,Independent
South Dakota Mines,1936,Independent,Independent
South Dakota State,1936,Independent,Independent
Southeast Missouri State,1936,Independent,Independent
Spring Hill,1936,Independent,Independent
Springfield,1936,Independent,Independent
St. Anselm,1936,Independent,Independent
St. Bonaventure,1936,Independent,Independent
St. John's (Maryland),1936,Independent,Independent
St. Joseph's (Pennsylvania),1936,Independent,Independent
St. Lawrence,1936,Independent,Independent
St. Mary's (Texas),1936,Independent,Independent
Stanford,1936,Pacific,Pacific
Stetson,1936,Independent,Independent
Sul Ross State,1936,Independent,Independent
Syracuse,1936,Independent,Independent
TCU,1936,Southwest,Southwest
Tampa,1936,Independent,Independent
Temple,1936,Independent,Independent
Tennessee,1936,SEC,SEC
Tennessee Tech,1936,Independent,Independent
Tennessee Wesleyan,1936,Independent,Independent
Texas,1936,Southwest,Southwest
Texas A&M,1936,Southwest,Southwest
Texas A&M-Kingsville,1936,Independent,Independent
Texas Tech,1936,Border,Border
Texas Wesleyan,1936,Independent,Independent
The Citadel,1936,Southern,Southern
Tufts,1936,Independent,Independent
Tulane,1936,SEC,SEC
Tulsa,1936,Missouri Valley,Missouri Valley
UC Davis,1936,Independent,Independent
UCLA,1936,Pacific,Pacific
UConn,1936,Independent,Independent
USC,1936,Pacific,Pacific
UTEP,1936,Border,Border
Union (Tennessee),1936,Independent,Independent
Ursinus,1936,Independent,Independent
Utah,1936,Rocky Mountain,Rocky Mountain
Utah State,1936,Rocky Mountain,Rocky Mountain
VMI,1936,Southern,Southern
Vanderbilt,1936,SEC,SEC
Vermont,1936,Independent,Independent
Villanova,1936,Independent,Independent
Virginia,1936,Independent,Independent
Virginia Tech,1936,Southern,Southern
Wake Forest,1936,Southern,Southern
Washburn,1936,Missouri Valley,Missouri Valley
Washington,1936,Pacific,Pacific
Washington & Jefferson,1936,Independent,Independent
Washington State,1936,Pacific,Pacific
Washington University (St. Louis),1936,Missouri Valley,Missouri Valley
Washington and Lee,1936,Southern,Southern
Wayne State,1936,Independent,Independent
Waynesburg,1936,Independent,Independent
West Texas A&M,1936,Independent,Independent
West Virginia,1936,Independent,Independent
West Virginia Wesleyan,1936,Independent,Independent
Western Colorado,1936,Rocky Mountain,Rocky Mountain
Western Michigan,1936,Independent,Independent
Western New Mexico,1936,Independent,Independent
Western Reserve,1936,Independent,Independent
Whitman,1936,Independent,Independent
Whittier,1936,Independent,Independent
Wichita State,1936,Independent,Independent
Willamette,1936,Independent,Independent
William & Mary,1936,Southern,Southern
Williams,1936,Independent,Independent
Wisconsin,1936,Western,Western
Wofford,1936,Independent,Independent
Wyoming,1936,Rocky Mountain,Rocky Mountain
Xavier,1936,Independent,Independent
Yale,1936,Independent,Independent
Alabama,1937,SEC,SEC
Albright,1937,Independent,Independent
American,1937,Independent,Independent
Amherst,1937,Independent,Independent
Arizona,1937,Border,Border
Arizona State,1937,Border,Border
Arkansas,1937,Southwest,Southwest
Army,1937,Independent,Independent
Auburn,1937,SEC,SEC
BYU,1937,Rocky Mountain,Rocky Mountain
Bates,1937,Independent,Independent
Baylor,1937,Southwest,Southwest
Beloit,1937,Independent,Independent
Birmingham-Southern,1937,Independent,Independent
Boston College,1937,Independent,Independent
Boston University,1937,Independent,Independent
Bradley,1937,Independent,Independent
Brown,1937,Independent,Independent
Bucknell,1937,Independent,Independent
Butler,1937,Independent,Independent
California,1937,Pacific,Pacific
California Tech,1937,Independent,Independent
California-Santa Barbara,1937,Independent,Independent
Carnegie Mellon,1937,Independent,Independent
Carroll (Montana),1937,Independent,Independent
Catholic,1937,Independent,Independent
Centenary (LA),1937,Independent,Independent
Central (Iowa),1937,Independent,Independent
Central Oklahoma,1937,Independent,Independent
Centre College Kentucky,1937,Independent,Independent
Chadron St,1937,Independent,Independent
Chicago,1937,Western,Western
Cincinnati,1937,Independent,Independent
Clarkson,1937,Independent,Independent
Clemson,1937,Southern,Southern
Coe College,1937,Independent,Independent
Colgate,1937,Independent,Independent
Colorado,1937,Rocky Mountain,Rocky Mountain
Colorado College,1937,Rocky Mountain,Rocky Mountain
Colorado School Of Mines,1937,Rocky Mountain,Rocky Mountain
Colorado State,1937,Rocky Mountain,Rocky Mountain
Columbia,1937,Independent,Independent
Cornell,1937,Independent,Independent
Creighton,1937,Missouri Valley,Missouri Valley
Daniel Baker,1937,Independent,Independent
Dartmouth,1937,Independent,Independent
Davidson,1937,Southern,Southern
DePaul,1937,Independent,Independent
Delta State,1937,Independent,Independent
Denver,1937,Rocky Mountain,Rocky Mountain
Detroit Mercy,1937,Independent,Independent
Drake,1937,Missouri Valley,Missouri Valley
Duke,1937,Southern,Southern
Duquesne,1937,Independent,Independent
Eastern Washington,1937,Independent,Independent
Elon,1937,Independent,Independent
Emory & Henry College,1937,Independent,Independent
Emporia State University,1937,Independent,Independent
Erskine,1937,Independent,Independent
Florida,1937,SEC,SEC
Fordham,1937,Independent,Independent
Fort Warren,1937,Independent,Independent
Franklin & Marshall,1937,Independent,Independent
Furman,1937,Southern,Southern
George Washington,1937,Independent,Independent
Georgetown,1937,Independent,Independent
Georgia,1937,SEC,SEC
Georgia Southern,1937,Independent,Independent
Georgia Tech,1937,SEC,SEC
Gettysburg,1937,Independent,Independent
Gonzaga,1937,Independent,Independent
Grinnell,1937,Independent,Independent
Guilford College,1937,Independent,Independent
Hampden-Sydney,1937,Independent,Independent
Hardin-Simmons,1937,Independent,Independent
Harvard,1937,Independent,Independent
Hawai'i,1937,Independent,Independent
Hawaii All-Stars,1937,Independent,Independent
Hillsdale,1937,Independent,Independent
Hiwassee,1937,Independent,Independent
Holy Cross,1937,Independent,Independent
Idaho,1937,Pacific,Pacific
Idaho State,1937,Independent,Independent
Illinois,1937,Western,Western
Indiana,1937,Western,Western
Iowa,1937,Western,Western
Iowa State,1937,Big 6,Big 6
James Millikin,1937,Independent,Independent
Kansas,1937,Big 6,Big 6
Kansas State,1937,Big 6,Big 6
Kentucky,1937,SEC,SEC
LSU,1937,SEC,SEC
La Verne,1937,Independent,Independent
Lafayette,1937,Independent,Independent
Lebanon Valley,1937,Independent,Independent
Lehigh,1937,Independent,Independent
Louisiana College,1937,Independent,Independent
Louisiana Tech,1937,Independent,Independent
Loyola (LA),1937,Independent,Independent
Loyola Marymount,1937,Independent,Independent
Maine,1937,Independent,Independent
Manhattan,1937,Independent,Independent
Marquette,1937,Independent,Independent
Maryland,1937,Southern,Southern
McDaniel,1937,Independent,Independent
Mercer,1937,Independent,Independent
Miami,1937,Independent,Independent
Michigan,1937,Western,Western
Michigan State,1937,Independent,Independent
Minnesota,1937,Western,Western
Mississippi College,1937,Independent,Independent
Mississippi State,1937,SEC,SEC
Missouri,1937,Big 6,Big 6
Missouri-Rolla,1937,Independent,Independent
Montana,1937,Pacific,Pacific
Montana State,1937,Rocky Mountain,Rocky Mountain
Montana Tech,1937,Independent,Independent
NC State,1937,Southern,Southern
Navy,1937,Independent,Independent
Nebraska,1937,Big 6,Big 6
Nevada,1937,Independent,Independent
New Mexico,1937,Border,Border
New Mexico Highlands,1937,Independent,Independent
New Mexico Military,1937,Independent,Independent
New Mexico State,1937,Border,Border
New York University,1937,Independent,Independent
Newberry,1937,Independent,Independent
Newport News,1937,Independent,Independent
Niagara,1937,Independent,Independent
North Carolina,1937,Southern,Southern
North Dakota,1937,Independent,Independent
North Dakota State,1937,Independent,Independent
North Texas,1937,Independent,Independent
Northeastern,1937,Independent,Independent
Northern Arizona,1937,Border,Border
Northern Colorado,1937,Rocky Mountain,Rocky Mountain
Northern Iowa,1937,Independent,Independent
Northwestern,1937,Western,Western
Northwestern State,1937,Independent,Independent
Notre Dame,1937,Independent,Independent
Oglethorpe,1937,Independent,Independent
Ohio,1937,Independent,Independent
Ohio State,1937,Western,Western
Ohio Wesleyan,1937,Independent,Independent
Oklahoma,1937,Big 6,Big 6
Oklahoma City,1937,Independent,Independent
Oklahoma State,1937,Missouri Valley,Missouri Valley
Ole Miss,1937,SEC,SEC
Oregon,1937,Pacific,Pacific
Oregon State,1937,Pacific,Pacific
Ouachita,1937,Independent,Independent
Pacific,1937,Independent,Independent
Penn State,1937,Independent,Independent
Pennsylvania,1937,Independent,Independent
Pennsylvania Military,1937,Independent,Independent
Pittsburgh,1937,Independent,Independent
Portland,1937,Independent,Independent
Presbyterian,1937,Independent,Independent
Princeton,1937,Independent,Independent
Providence,1937,Independent,Independent
Purdue,1937,Western,Western
Randolph-Macon,1937,Independent,Independent
Redlands,1937,Independent,Independent
Rhode Island,1937,Independent,Independent
Rhodes College,1937,Independent,Independent
Rice,1937,Southwest,Southwest
Richmond,1937,Southern,Southern
